features	levels	decision	supportLHS	supportRHS	accuracyRHS	coverageLHS	coverageRHS	cuts	cut1	cut2	cut3	pValue	riskRatio	pValueRiskRatio	confIntRiskRatio	supportSetLHS	supportSetRHS	cut4	stabilityLHS	stabilityRHS	supportRatioLHS	supportRatioRHS	cut5
VSTM1,LOC114669850	1,3	Prot	6	6	1	0.17143	0.31579	value<cut,value>cut	4.474	1.5684		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000059200,KIR3DL0	3,2	Prot	6	6	1	0.16905	0.30789	value>cut,cut<value<cut	2.7488	2.86425	3.634	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TARM1,SDK2	1,3	Prot	6	6	1	0.17143	0.31579	value<cut,value>cut	1.369	0.4804		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LOC709056,SDK2	3,3	Prot	6	6	1	0.17143	0.31579	value>cut,value>cut	0.6827	0.4804		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LOC702786,MYH15	2,3	NonProt	6	6	1	0.17143	0.35417	cut<value<cut,value>cut	-4.95235	-1.0762	-1.5607	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
KIR3DL0,SMIM2	1,3	NonProt	6	6	1	0.17738	0.36806	value<cut,value>cut	2.81612	1.06868		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
TMX2,TRIM16	1,2	NonProt	6	6	1	0.17143	0.375	value<cut,cut<value<cut	2.857	-1.6451	-0.9464	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
DLK1,ESR1	3,1	NonProt	6	6	1	0.17143	0.375	value>cut,value<cut	-0.1047	0.6029		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC702786,X00000058729	3,3	Prot	6	6	1	0.17143	0.31579	value>cut,value>cut	0.1931	-2.5992		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LOC701920,X00000058729	3,3	Prot	6	6	1	0.17143	0.31579	value>cut,value>cut	5.486	-2.5992		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LOC702786,C5H4orf45	3,1	Prot	6	6	1	0.17143	0.32456	value>cut,value<cut	0.1931	0.25165		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TNNT2,ZNF576	2,2	Prot	6	6	1	0.17143	0.31579	cut<value<cut,cut<value<cut	-2.4981	-0.5648	3.741	1	Inf	1	-Inf:Inf			3.9385	1	1	0.3	0.3	
LOC709056,X00000058427	2,2	Prot	6	6	1	0.17143	0.31579	cut<value<cut,cut<value<cut	-0.427	0.6827	1.211	1	Inf	1	-Inf:Inf			1.8342	1	1	0.3	0.3	
C5H4orf45,LTC4S	1,1	Prot	6	6	1	0.17143	0.34056	value<cut,value<cut	0.21843	-0.43687		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TMX2,X00000058427	1,3	NonProt	6	6	1	0.17143	0.375	value<cut,value>cut	2.8775	1.8164		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
TRIM16,X00000058427	2,3	NonProt	6	6	1	0.18571	0.38194	cut<value<cut,value>cut	-1.6788	-0.9991	1.8448	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC709056,THRB	2,1	Prot	6	6	1	0.17143	0.31579	cut<value<cut,value<cut	-0.427	0.6827	-4.8418	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TMX2,CBS	3,3	Prot	6	6	1	0.17619	0.34211	value>cut,value>cut	3.2416	0.04718		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
THRB,HCN2	3,3	NonProt	6	6	0.95238	0.1791	0.36111	value>cut,value>cut	-3.13083	-2.1837		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
TNNT2,X00000058729	3,2	NonProt	6	6	1	0.17143	0.375	value>cut,cut<value<cut	-0.5648	-4.7414	-2.5992	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC709056,ESR1	1,1	NonProt	6	6	1	0.17143	0.35417	value<cut,value<cut	-0.3905	0.5665		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
KRTAP29.1,X00000058729	2,2	NonProt	6	6	1	0.17143	0.375	cut<value<cut,cut<value<cut	-4.9485	1.954	-4.7414	1	Inf	1	-Inf:Inf			-2.5992	1	1	0.31579	0.31579	
FABP5,X00000058729	3,2	NonProt	6	6	1	0.17143	0.35417	value>cut,cut<value<cut	2.415	-4.72285	-2.5258	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
STARD8,X00000058427	3,3	NonProt	6	6	1	0.17143	0.35	value>cut,value>cut	1.4761	1.82838		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
F2RL3,CTH	3,3	NonProt	6	6	1	0.1791	0.39583	value>cut,value>cut	-1.9589	-0.8975		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LILRB1,CTH	3,3	NonProt	6	6	1	0.18294	0.40625	value>cut,value>cut	7.711	-0.916		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000059200,MYH15	3,1	Prot	6	6	1	0.17143	0.33437	value>cut,value<cut	2.74225	-2.3565		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
DLK1,C5H4orf45	1,1	Prot	6	6	1	0.17143	0.31579	value<cut,value<cut	-1.8118	0.1759		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000053012,C5H4orf45	3,1	Prot	7	7	1	0.2	0.36842	value>cut,value<cut	2.8597	0.1759		1	Inf	1	-Inf:Inf				1	1	0.35	0.35	
FABP5,F2RL3	1,2	Prot	6	6	1	0.16905	0.30789	value<cut,cut<value<cut	1.9923	-4.2261	-1.9713	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TMX2,X00000053012	3,2	Prot	6	6	1	0.18095	0.35157	value>cut,cut<value<cut	3.242	2.5979	2.87413	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LOC719667,TMX2	1,3	Prot	6	6	1	0.17143	0.31579	value<cut,value>cut	3.995	3.24		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
F2RL3,MAOA	1,3	Prot	6	6	1	0.1791	0.33958	value<cut,value>cut	-3.9854	0.67283		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000053274,LOC702786	3,3	Prot	6	6	1	0.17024	0.33042	value>cut,value>cut	1.57532	-1.26762		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
VSTM1,HCN2	1,1	Prot	6	6	1	0.17738	0.34512	value<cut,value<cut	4.37287	-2.9141		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
CTH,X00000058427	1,1	Prot	6	6	1	0.17143	0.31579	value<cut,value<cut	-1.343	1.2418		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
HCN2,X00000056965	1,2	Prot	7	7	1	0.19722	0.35921	value<cut,cut<value<cut	-3.0047	-3.4706	-2.13105	1	Inf	1	-Inf:Inf				1	1	0.35	0.35	
VSTM1,MYH15	1,1	Prot	6	6	1	0.17143	0.32456	value<cut,value<cut	4.3465	-2.3565		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
MYH15,ZNF576	1,3	Prot	6	6	1	0.17143	0.33437	value<cut,value>cut	-2.3565	3.945		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TMEM38A,ZNF576	2,1	NonProt	6	6	1	0.17143	0.375	cut<value<cut,value<cut	2.765	3.1425	3.741	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
DLK1,MAOA	3,2	NonProt	6	6	1	0.17857	0.36254	value>cut,cut<value<cut	0.0903	0.27105	0.70498	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
VSTM1,CFAP70	3,3	NonProt	6	6	1	0.17143	0.35376	value>cut,value>cut	5.22717	2.34737		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000064715,LILRB1	2,3	NonProt	6	6	1	0.17143	0.35417	cut<value<cut,value>cut	-0.0597	1.95865	7.77	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000060146,X00000059995	1,2	Prot	6	6	1	0.17143	0.31579	value<cut,cut<value<cut	-4.8205	-0.3992	0.6708	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
STARD8,MAOA	2,1	Prot	6	6	1	0.17143	0.31579	cut<value<cut,value<cut	0.6394	1.4946	0.2298	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LOC719667,STARD8	2,2	Prot	6	6	1	0.17143	0.31579	cut<value<cut,cut<value<cut	3.995	4.988	0.6394	1	Inf	1	-Inf:Inf			1.4946	1	1	0.3	0.3	
LOC701920,LTC4S	2,1	Prot	6	6	1	0.17143	0.33437	cut<value<cut,value<cut	5.27	5.567	-0.4734	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
VSTM1,LAMC1	1,1	Prot	6	6	1	0.16984	0.32291	value<cut,value<cut	4.32367	0.9098		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000037843,F2RL3	1,1	Prot	6	6	1	0.17143	0.33437	value<cut,value<cut	2.4748	-3.50675		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
STARD8,HEY1	2,1	Prot	6	6	1	0.17143	0.31579	cut<value<cut,value<cut	0.6394	1.4946	-2.059	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
FABP5,F2RL3	2,1	Prot	7	7	1	0.2	0.36842	cut<value<cut,value<cut	1.977	2.5097	-3.504	1	Inf	1	-Inf:Inf				1	1	0.35	0.35	
LOC702786,X00000058427	3,1	Prot	6	6	1	0.16905	0.30789	value>cut,value<cut	-1.45905	1.2264		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
FABP5,KRTAP29.1,LOC702786	3,2,2	NonProt	6	6	1	0.17143	0.375	value>cut,cut<value<cut,cut<value<cut	2.5097	-5.0275	-1.0795	1	Inf	1	-Inf:Inf			-5.0272	1	1	0.31579	0.31579	-1.9763
LOC701920,THRB	1,3	NonProt	6	6	1	0.17143	0.375	value<cut,value>cut	5.2565	-3.1655		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
STARD8,CTH	2,2	Prot	6	6	1	0.17143	0.32456	cut<value<cut,cut<value<cut	0.6259	1.4621	-1.343	1	Inf	1	-Inf:Inf			-0.80805	1	1	0.3	0.3	
X00000053274,STARD8	2,2	Prot	6	6	1	0.17143	0.31579	cut<value<cut,cut<value<cut	-0.1189	1.7252	0.6394	1	Inf	1	-Inf:Inf			1.4946	1	1	0.3	0.3	
STARD8,THRB	2,1	Prot	6	6	1	0.18571	0.35088	cut<value<cut,value<cut	0.6259	1.4621	-4.86855	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
STARD8,DLK1	3,3	NonProt	6	6	1	0.17143	0.34559	value>cut,value>cut	1.4686	0.10062		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
DLK1,USP31	3,3	NonProt	6	6	1	0.17143	0.375	value>cut,value>cut	0.0903	0.6723		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000060146,HCN2	1,1	Prot	6	6	1	0.17143	0.31579	value<cut,value<cut	-4.8205	-2.9027		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000053274,SMIM2	3,2	Prot	6	6	1	0.17143	0.31579	value>cut,cut<value<cut	1.7252	-0.2763	1.0195	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000037843,LAMC1	1,1	Prot	6	6	1	0.17143	0.31579	value<cut,value<cut	2.4709	0.9234		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
VSTM1,X00000056965	1,2	Prot	6	6	1	0.17143	0.31579	value<cut,cut<value<cut	4.3465	-3.4706	-2.1684	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000037843,SMIM2	1,1	Prot	6	6	1	0.17143	0.34056	value<cut,value<cut	2.4761	-0.26567		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000064715,LOC701920	2,1	NonProt	6	6	1	0.17857	0.36254	cut<value<cut,value<cut	0.06025	1.95865	5.26325	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000059200,STARD8	1,3	NonProt	6	6	1	0.17143	0.36397	value<cut,value>cut	-0.4174	1.4621		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
STARD8,A1BG	3,1	NonProt	6	6	1	0.17143	0.34865	value>cut,value<cut	1.47835	-2.1395		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
VSTM1,X00000058427	2,3	NonProt	6	6	1	0.17143	0.375	cut<value<cut,value>cut	4.3465	5.1895	1.7986	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
STARD8,SMIM2	3,3	NonProt	6	6	1	0.17143	0.375	value>cut,value>cut	1.4946	1.0195		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
KIR3DL0,THRB	1,3	NonProt	6	6	1	0.17143	0.36397	value<cut,value>cut	2.768	-3.0383		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
KIR3DL0,X00000060253	1,1	NonProt	6	6	0.92857	0.18294	0.375	value<cut,value<cut	2.85425	1.1452		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
STARD8,X00000059995	3,1	NonProt	6	6	1	0.17143	0.35417	value>cut,value<cut	1.4621	-0.40175		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
STARD8,HCN2	3,3	NonProt	6	6	1	0.17143	0.35376	value>cut,value>cut	1.47293	-2.1439		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC709056,LILRB1	2,1	Prot	7	7	1	0.2	0.36842	cut<value<cut,value<cut	-0.3307	0.7471	7.3515	1	Inf	1	-Inf:Inf				1	1	0.35	0.35	
LILRB1,LOC114669850	1,3	Prot	6	6	1	0.16905	0.30789	value<cut,value>cut	7.316	1.39925		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TARM1,LILRB1	1,1	Prot	6	6	1	0.17143	0.31579	value<cut,value<cut	1.3945	7.3515		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
F2RL3,X00000064313	1,2	Prot	6	6	1	0.18095	0.35157	value<cut,cut<value<cut	-3.71903	-2.7398	-1.46477	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LOC719667,MYH15	1,1	Prot	6	6	1	0.17143	0.31579	value<cut,value<cut	3.995	-2.3565		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
KIR3DL0,X00000064715	2,3	Prot	6	6	1	0.17143	0.31579	cut<value<cut,value>cut	2.758	3.634	2.0847	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
STARD8,CTH	3,3	NonProt	7	7	1	0.2	0.41319	value>cut,value>cut	1.4621	-0.8911		1	Inf	1	-Inf:Inf				1	1	0.36842	0.36842	
X00000037843,LOC701920	3,1	NonProt	6	6	1	0.17143	0.35417	value>cut,value<cut	2.999	5.2565		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC719667,LTC4S	1,1	Prot	7	7	1	0.2	0.39009	value<cut,value<cut	3.98625	-0.4734		1	Inf	1	-Inf:Inf				1	1	0.35	0.35	
ZNF576,HCN2	3,1	Prot	6	6	1	0.17143	0.31579	value>cut,value<cut	3.945	-2.9027		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
STARD8,LAMC1	2,1	Prot	8	8	1	0.22857	0.42105	cut<value<cut,value<cut	0.6394	1.4946	0.9234	1	Inf	1	-Inf:Inf				1	1	0.4	0.4	
LTC4S,LAMC1	1,1	Prot	6	6	1	0.17143	0.33437	value<cut,value<cut	-0.4734	0.9234		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
STARD8,LOC702786	2,3	Prot	6	6	1	0.17143	0.31579	cut<value<cut,value>cut	0.6394	1.4946	-1.9763	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000053274,KRTAP29.1	3,3	Prot	6	6	1	0.17024	0.33042	value>cut,value>cut	1.57532	-1.13575		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
CFAP70,X00000060146	1,1	Prot	6	6	1	0.17143	0.31579	value<cut,value<cut	0.268	-4.8205		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
THRB,CTH	2,1	Prot	6	6	1	0.17143	0.31579	cut<value<cut,value<cut	-4.8608	-3.1655	-1.343	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
FABP5,LILRB1	3,3	NonProt	6	6	1	0.17143	0.375	value>cut,value>cut	2.5097	7.7465		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
KIR3DL0,USP31	1,3	NonProt	6	6	1	0.17143	0.375	value<cut,value>cut	2.758	0.6723		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
KIR3DL0,TMX2	1,1	NonProt	6	6	1	0.17143	0.375	value<cut,value<cut	2.758	2.898		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000037843,TMX2	3,1	NonProt	6	6	1	0.17143	0.35417	value>cut,value<cut	2.999	2.8775		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
SDK2,LTC4S	3,1	Prot	6	6	1	0.17143	0.35294	value>cut,value<cut	0.5721	-0.4734		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
STARD8,LTC4S	2,1	Prot	6	6	1	0.17143	0.35294	cut<value<cut,value<cut	0.65825	1.4621	-0.4734	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LOC701920,LTC4S	3,1	Prot	7	7	1	0.2	0.41176	value>cut,value<cut	5.466	-0.4734		1	Inf	1	-Inf:Inf				1	1	0.35	0.35	
THRB,LTC4S	1,1	Prot	6	6	1	0.17143	0.35294	value<cut,value<cut	-4.8263	-0.4734		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
DLK1,LTC4S	2,1	Prot	6	6	1	0.17143	0.35294	cut<value<cut,value<cut	-1.8118	0.1419	-0.4734	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
FABP5,USP31	3,2	NonProt	6	6	1	0.17619	0.3567	value>cut,cut<value<cut	2.43394	0.15348	0.72612	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC715623,LOC702786	1,2	NonProt	6	6	1	0.17143	0.33333	value<cut,cut<value<cut	-1.7115	-5.0229	-2.3455	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
FABP5,KRTAP29.1	3,2	NonProt	6	6	1	0.17143	0.33333	value>cut,cut<value<cut	2.5097	-5.023	-4.338	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
THRB,X00000058729	3,1	NonProt	6	6	1	0.17143	0.33333	value>cut,value<cut	-3.1655	-4.3496		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC702786,THRB	2,3	NonProt	6	6	1	0.17143	0.33333	cut<value<cut,value>cut	-5.0229	-2.3455	-3.1655	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000053274,LAMC1	3,2	Prot	6	6	1	0.17143	0.35294	value>cut,cut<value<cut	1.4396	0.9132	1.7527	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
F2RL3,DLK1	1,2	Prot	6	6	1	0.17143	0.35294	value<cut,cut<value<cut	-3.3308	-1.8118	0.1419	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
USP31,HCN2	1,1	Prot	6	6	1	0.17143	0.35294	value<cut,value<cut	0.3476	-2.9027		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
MYH15,LTC4S	1,1	Prot	6	6	1	0.17143	0.35294	value<cut,value<cut	-2.3565	-0.4186		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000053012,ESR1	3,3	Prot	6	6	1	0.17718	0.35221	value>cut,value>cut	2.8612	1.04905		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LTC4S,HCN2	1,1	Prot	6	6	1	0.17143	0.35294	value<cut,value<cut	-0.4734	-2.9027		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
SDK2,MAOA	2,2	NonProt	6	6	1	0.18571	0.36111	cut<value<cut,cut<value<cut	-0.99625	0.57915	0.293	1	Inf	1	-Inf:Inf			0.7171	1	1	0.31579	0.31579	
ESR1,LTC4S	3,1	Prot	6	6	1	0.18571	0.37745	value>cut,value<cut	1.05578	-0.446		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LOC701920,LILRB1	3,1	Prot	6	6	1	0.17143	0.35294	value>cut,value<cut	5.466	7.384		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
KIR3DL0,LOC701920	1,1	NonProt	6	6	1	0.18191	0.36781	value<cut,value<cut	2.8045	5.2623		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000059200,LOC701920	2,1	NonProt	6	6	1	0.17143	0.33333	cut<value<cut,value<cut	-0.4931	2.6772	5.2565	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000060253,HEY1	1,3	NonProt	6	6	1	0.17143	0.33333	value<cut,value>cut	1.0969	-0.8857		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
USP31,SMIM2	1,1	Prot	7	7	1	0.2	0.41176	value<cut,value<cut	0.3476	-0.2444		1	Inf	1	-Inf:Inf				1	1	0.35	0.35	
FABP5,USP31	1,1	Prot	6	6	1	0.17143	0.35294	value<cut,value<cut	1.9859	0.3476		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LOC701920,USP31	2,1	Prot	6	6	1	0.17143	0.35294	cut<value<cut,value<cut	5.2565	5.466	0.3476	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TNNT2,LOC701920	1,2	Prot	6	6	1	0.17143	0.35294	value<cut,cut<value<cut	-2.361	5.2565	5.466	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
DLK1,X00000059995	3,1	NonProt	6	6	1	0.17143	0.33333	value>cut,value<cut	0.1161	-0.44865		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000053012,ESR1	1,2	NonProt	6	6	1	0.17143	0.33333	value<cut,cut<value<cut	2.5237	0.5301	1.0667	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC701920,CFAP70	1,1	NonProt	6	6	1	0.17143	0.33333	value<cut,value<cut	5.2565	0.2276		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
STARD8,SMIM2	3,2	NonProt	6	6	1	0.17143	0.33333	value>cut,cut<value<cut	1.4946	-0.2444	1.1609	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC701920,ZNF576	3,2	Prot	6	6	1	0.17143	0.35294	value>cut,cut<value<cut	5.466	3.741	3.9385	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
MYH15,X00000060146	1,1	Prot	6	6	1	0.17143	0.35294	value<cut,value<cut	-2.3565	-4.8295		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TMEM38A,LOC114669850	2,2	NonProt	6	6	1	0.17143	0.33333	cut<value<cut,cut<value<cut	2.7335	3.225	-0.0248	1	Inf	1	-Inf:Inf			1.4615	1	1	0.31579	0.31579	
TMEM38A,THRB	2,3	NonProt	6	6	1	0.17143	0.33333	cut<value<cut,value>cut	2.7335	3.225	-3.1655	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC701920,USP31	1,3	NonProt	6	6	1	0.17143	0.34314	value<cut,value>cut	5.2565	0.7617		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000064313,LOC702786	1,2	NonProt	6	6	1	0.17143	0.33333	value<cut,cut<value<cut	-2.6812	-5.0229	-2.3455	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC701920,X00000060146	1,2	NonProt	6	6	1	0.17143	0.33333	value<cut,cut<value<cut	5.2565	-4.8295	-2.92	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
SDK2,ZNF576	2,1	NonProt	6	6	1	0.17143	0.33333	cut<value<cut,value<cut	-0.8912	0.5721	3.741	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
TMEM38A,DLK1	1,1	Prot	6	6	1	0.17143	0.35294	value<cut,value<cut	2.7335	-1.8118		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000059200,F2RL3	3,1	Prot	6	6	1	0.16905	0.32647	value>cut,value<cut	2.6772	-4.2261		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
STARD8,X00000064715	1,3	Prot	6	6	1	0.18571	0.38235	value<cut,value>cut	0.65825	1.8326		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000053274,CFAP70	3,2	Prot	6	6	1	0.17143	0.35294	value>cut,cut<value<cut	1.2815	0.014	2.1847	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000053274,KIR3DL0	3,2	Prot	6	6	1	0.17143	0.35294	value>cut,cut<value<cut	1.2815	2.758	3.7	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LOC709056,X00000056965	1,1	NonProt	6	6	1	0.16905	0.35417	value<cut,value<cut	-0.3905	-3.4706		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000053274,ZNF576	1,1	NonProt	8	7	0.95833	0.21693	0.43124	value<cut,value<cut	-0.41087	3.76267		1	7.36842105263158	1	0.998:54.391				1	1	0.42105	0.36842	
LOC709056,X00000058427	1,3	NonProt	6	6	1	0.17143	0.33333	value<cut,value>cut	-0.354	1.8554		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC709056,X00000058729	1,2	NonProt	6	6	1	0.17143	0.33333	value<cut,cut<value<cut	-0.354	-4.7043	-2.4524	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000060146,ZNF576	3,1	NonProt	7	6	0.9375	0.19683	0.38542	value>cut,value<cut	-3.0685	3.751		1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
LOC719667,ZNF576	3,1	NonProt	6	6	1	0.17143	0.33333	value>cut,value<cut	4.964	3.761		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
VSTM1,TMX2	3,1	NonProt	6	6	1	0.17024	0.34865	value>cut,value<cut	5.17313	2.87413		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC701920,C5H4orf45	1,3	NonProt	6	6	1	0.17143	0.33333	value<cut,value>cut	5.2835	1.3244		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
FABP5,F2RL3	3,2	NonProt	6	6	1	0.17143	0.33333	value>cut,cut<value<cut	2.415	-4.2261	-1.5483	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
DLK1,X00000060253	3,1	NonProt	6	6	0.92857	0.18294	0.35417	value>cut,value<cut	-0.1125	1.1833		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
FABP5,X00000060253	3,1	NonProt	6	6	0.92857	0.18294	0.35417	value>cut,value<cut	2.415	1.1833		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000060253,CTH	1,3	NonProt	6	6	1	0.17143	0.33333	value<cut,value>cut	1.2214	-0.9217		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000053274,LAMC1	1,3	NonProt	7	7	0.95833	0.19788	0.39311	value<cut,value>cut	-0.41087	1.6706		1	Inf	1	-Inf:Inf				1	1	0.36842	0.36842	
X00000053274,THRB	1,3	NonProt	6	6	1	0.1791	0.37459	value<cut,value>cut	-0.41087	-3.04603		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
THRB,X00000064369	3,1	NonProt	8	7	0.9375	0.21111	0.41319	value>cut,value<cut	-3.1135	2.57635		1	7.36842105263158	1	0.998:54.391				1	1	0.42105	0.36842	
